Name,Birth Year,Genres,Books
Kelley Armstrong,1968.0,"['Horror', ' Science fiction']","['Every Heart a Doorway', 'Middlegame', 'Feed (Grant novel)', 'Deadline (Grant novel)', 'Blackout (Grant novel)', 'Parasite (Grant novel)', 'Into the Drowning Deep']"
Edward Bloor,1950.0,Young adult fiction,[]
Jack Kerouac,1922.0,,"['Satori in Paris', 'The Sea Is My Brother', 'The Town and the City', 'On the Road', 'The Subterraneans', 'The Dharma Bums', 'Doctor Sax', 'Maggie Cassidy', 'Book of Dreams (novel)', 'Tristessa', 'Visions of Cody', 'Big Sur (novel)', 'Visions of Gerard', 'Desolation Angels (novel)', 'Satori in Paris', 'Vanity of Duluoz', 'Pic (novel)', 'Orpheus Emerged', 'Mexico City Blues', 'The Scripture of the Golden Eternity', 'Old Angel Midnight', 'Poetry for the Beat Generation', 'Blues and Haikus', 'Off the Road', 'Door Wide Open']"
Lauren Kate,1981.0,['Photography'],['Hold Still: A Portrait of Our Nation in 2020']
Thomas Sigismund Stribling,1881.0,,[]
Elizabeth Winthrop,,,[]
Nette Hilton,,,
"John Buchan, 1st Baron Tweedsmuir",1875.0,['Novel'],"['The Thirty-Nine Steps', 'Greenmantle', 'Mr Standfast', 'The Courts of the Morning', 'The Island of Sheep', 'The Power-House', 'John Macnab', 'The Dancing Floor', 'The Gap in the Curtain', 'Sick Heart River', 'Huntingtower (novel)', 'Castle Gay', 'The House of the Four Winds', 'Sir Quixote of the Moors', 'John Burnet of Barns', 'A Lost Lady of Old Years', 'The Half-Hearted', 'The Watcher by the Threshold, and other tales', 'A Lodge in the Wilderness', 'Prester John (novel)', 'Salute to Adventurers', 'The Path of the King', 'Midwinter (novel)', 'Witch Wood', 'The Blanket of the Dark', 'The Magic Walking Stick', 'A Prince of the Captivity', 'The Free Fishers', 'Witch Wood', 'John Macnab', 'Huntingtower (novel)']"
George Saunders,1958.0,,[]
Anna Sewell,1820.0,Children's literature,[]
Arthur Miller,1915.0,,"['Moloch: or, This Gentile World', 'Tropic of Cancer (novel)', 'Aller Retour New York', 'Tropic of Capricorn (novel)', 'Quiet Days in Clichy (novel)']"
Tim Krabbé,,,[]
R. K. Narayan,1906.0,"Fiction, mythology and non-fiction",[]
Beatrix Potter,1866.0,,"['The Tale of Squirrel Nutkin', 'The Tailor of Gloucester', 'The Tale of Benjamin Bunny', 'The Tale of Two Bad Mice', 'The Tale of Mrs. Tiggy-Winkle', 'The Tale of the Pie and the Patty-Pan', 'The Tale of Mr. Jeremy Fisher', 'The Story of a Fierce Bad Rabbit', 'The Story of Miss Moppet', 'The Tale of Tom Kitten', 'The Tale of Jemima Puddle-Duck', 'The Tale of Samuel Whiskers or The Roly-Poly Pudding', 'The Tale of the Flopsy Bunnies', 'The Tale of Ginger and Pickles', 'The Tale of Mrs. Tittlemouse', 'The Tale of Timmy Tiptoes', 'The Tale of Mr. Tod', 'The Tale of Pigling Bland', 'The Tale of Johnny Town-Mouse', ""Cecily Parsley's Nursery Rhymes"", 'The Tale of Little Pig Robinson', 'The Fairy Caravan', 'The Tale of Peter Rabbit', 'Peter Rabbit 2: The Runaway']"
Stephenie Meyer,1973.0,"['Science fiction', ' Romance novel', ' Thriller', ' Dystopian']","['New Moon (novel)', 'New Moon (novel)', 'Breaking Dawn', 'Life and Death: Twilight Reimagined', 'Life and Death: Twilight Reimagined', 'The Host (novel)']"
Janette Turner Hospital,,['Novel'],['Oyster (novel)']
Jane Urquhart,1949.0,,[]
J. G. Ballard,1930.0,['Autobiography'],"['The Wind from Nowhere', 'The Drowned World', 'The Crystal World', 'Crash (Ballard novel)', 'Concrete Island', 'High-Rise (novel)', 'The Unlimited Dream Company', 'Hello America', 'Empire of the Sun (novel)', 'The Day of Creation', 'Running Wild (novella)', 'The Kindness of Women', 'Rushing to Paradise', 'Cocaine Nights', 'Super-Cannes', 'Millennium People', 'Kingdom Come (Ballard novel)', 'Low-Flying Aircraft and Other Stories', 'The Wind from Nowhere', 'The Drowned World', 'The Burning World (novel)', 'The Crystal World', 'The Atrocity Exhibition', 'Crash (Ballard novel)', 'Concrete Island', 'High-Rise (novel)', 'The Unlimited Dream Company', 'Hello America', 'Empire of the Sun (novel)', 'The Day of Creation', 'Running Wild (novella)', 'The Kindness of Women', 'Rushing to Paradise', 'Cocaine Nights', 'Super-Cannes', 'Millennium People', 'Kingdom Come (Ballard novel)', 'Low-Flying Aircraft and Other Stories', 'Miracles of Life']"
Pat Cadigan,1953.0,"Science fiction, cyberpunk",[]
Jerry Bledsoe,1941.0,,"[""Lisey's Story (miniseries)"", 'Heroes for Hope', 'American Vampire', 'Julia (novel)', 'If You Could See Me Now (Straub novel)', 'Ghost Story (Straub novel)', 'Shadowland (Straub novel)', 'Floating Dragon', 'Koko (novel)', 'Mystery (novel)', 'Black House (novel)', 'Lost Boy, Lost Girl', 'In the Night Room', 'Mrs. God (novel)']"
Scooter Libby,1950.0,,[]
Manuel Puig,1932.0,,[]
Melissa Müller,1967.0,,[]
Steven Pinker,1954.0,,"['The Language Instinct', 'How the Mind Works', 'The Blank Slate', 'The Better Angels of Our Nature', 'Enlightenment Now', 'Rationality (book)', 'The Language Instinct', 'How the Mind Works', 'Words and Rules', 'The Blank Slate', 'The Stuff of Thought', 'The Better Angels of Our Nature']"
Sinclair Lewis,1885.0,['Satire'],"['Main Street (novel)', 'Babbitt (novel)', 'Arrowsmith (novel)', 'Elmer Gantry', 'Dodsworth (novel)', ""It Can't Happen Here"", 'Our Mr. Wrenn', 'The Trail of the Hawk', 'The Job (novel)', 'The Innocents (novel)', 'Free Air', 'Main Street (novel)', 'Babbitt (novel)', 'Arrowsmith (novel)', 'Mantrap (novel)', 'Elmer Gantry', 'The Man Who Knew Coolidge', 'Dodsworth (novel)', 'Ann Vickers (novel)', 'Work of Art (book)', ""It Can't Happen Here"", 'Bethel Merriday', 'Gideon Planish', 'Kingsblood Royal']"
Laura Malone Elliott,,,
Alexei Panshin,1940.0,Science fiction,[]
Lynn Abbey,1948.0,,"['Silverthorn (novel)', 'A Darkness at Sethanon', 'Krondor: The Assassins', 'Prince of the Blood (novel)', ""The King's Buccaneer"", 'Shadow of a Dark Queen', 'Rise of a Merchant Prince', 'Rage of a Demon King', 'Shards of a Broken Crown', 'Talon of the Silver Hawk', 'King of Foxes', ""Exile's Return"", 'Flight of the Nighthawks', 'Into a Dark Realm', 'Wrath of a Mad God', 'Rides a Dread Legion', 'At the Gates of Darkness', 'A Kingdom Besieged', 'A Crown Imperilled', ""Magician's End""]"
Torey Hayden,1951.0,,[]
Fritz Leiber,1910.0,['Science fiction'],"['The Wanderer (Leiber novel)', 'A Specter Is Haunting Texas']"
Loren D. Estleman,1952.0,,[]
Andrew Greeley,1928.0,,[]
Janet Kagan,1946.0,Science fiction,"['David Starr, Space Ranger', 'Lucky Starr and the Pirates of the Asteroids', 'Lucky Starr and the Oceans of Venus', 'Lucky Starr and the Big Sun of Mercury', 'Lucky Starr and the Moons of Jupiter', 'Lucky Starr and the Rings of Saturn', 'Norby, the Mixed-Up Robot', 'The Solar System and Back', 'The Stars in Their Courses', ""Asimov's Mysteries"", 'Robot Dreams', 'Robot Visions', 'The Return of the Black Widowers', 'The Return of the Black Widowers', ""Asimov's Mysteries"", 'The Solar System and Back', 'The Stars in Their Courses', 'Robot Visions']"
Keith R. A. DeCandido,1969.0,"Science fiction, fantasy",[]
James Clavell,1921.0,,[]
James Leo Herlihy,1927.0,,"['All Fall Down (Herlihy novel)', 'Midnight Cowboy (novel)', 'The Season of the Witch']"
Rosemary Kirstein,,,[]
Judith Perelman Rossner,,,
Alice Borchardt,1939.0,Historical fictionfantasyhorrorromance,"[""Merlin's Ring"", ""Merlin's Ring"", 'The Sword in the Stone (novel)', 'The Sword in the Stone (novel)', 'The Ill-Made Knight', 'The Candle in the Wind', 'The Book of Merlyn', 'The Lantern Bearers (Sutcliff novel)', 'The Lantern Bearers (Sutcliff novel)', 'Sword at Sunset', 'Tristan and Iseult (novel)', 'The Light Beyond the Forest', 'The Light Beyond the Forest', 'The Sword and the Circle', 'The Road to Camlann', 'The Crystal Cave', 'The Crystal Cave', 'The Hollow Hills', 'The Last Enchantment', 'The Wicked Day', 'The Prince and the Pilgrim', 'Taliesin', 'Taliesin', 'Child of the Northern Spring', 'Child of the Northern Spring', 'Queen of the Summer Stars', 'Guinevere: The Legend in Autumn', 'The Knight of the Sacred Lake', 'Firelord (novel)', 'Firelord (novel)', 'The Singing Sword', 'The Singing Sword', ""The Eagles' Brood"", 'The Saxon Shore', 'The Eagle (novel)', 'Merlin Book 10: Shadows on the Stars', 'Merlin Book 10: Shadows on the Stars', 'Merlin Book 11: The Eternal Flame']"
Ian Caldwell,1976.0,,[]
Peter Watts,,,
Joanne Greenberg,1932.0,['Autobiographical novel'],"['I Never Promised You a Rose Garden (novel)', 'I Never Promised You a Rose Garden (novel)']"
Kazuo Ishiguro,1954.0,DramaHistorical fictionScience fictionGenre fiction,"['Slumdog Millionaire', 'A Pale View of Hills', 'An Artist of the Floating World', 'The Remains of the Day', 'The Unconsoled', 'When We Were Orphans', 'Never Let Me Go (novel)', 'The Buried Giant', 'Klara and the Sun', 'Nocturnes (short story collection)']"
Charles Sheldon,1857.0,,[]
Adam Roberts,,,
John Fletcher,,,
Shusaku Endo,1923.0,Historical fiction,[]
Patricia A. McKillip,1948.0,['Fantasy'],"['The Riddle-Master of Hed', 'Heir of Sea and Fire', 'Harpist in the Wind', 'Moon-Flash', 'The Moon and the Face', 'The Sorceress and the Cygnet', 'The Cygnet and the Firebird', 'Winter Rose (novel)', 'Solstice Wood', 'The House on Parchment Street', 'The Throme of the Erril of Sherill', 'The Forgotten Beasts of Eld', 'The Night Gift', 'Stepping From the Shadows', ""Fool's Run"", 'The Changeling Sea', 'Something Rich and Strange', 'The Book of Atrix Wolfe', 'Song for the Basilisk', 'The Tower at Stony Wood', 'Ombria in Shadow', 'In the Forests of Serre', 'Alphabet of Thorn', 'Od Magic', 'The Bell at Sealey Head', 'The Bards of Bone Plain', 'Kingfisher (McKillip novel)']"
John Wyndham,1903.0,['Science fiction'],"['Trouble with Lichen', 'Chocky', 'Web (novel)', 'Plan for Chaos']"
Walter Tevis,1928.0,"Fiction, science fiction",[]
Sinclair Smith,,,
Jennifer Donnelly,1963.0,,['This Is Me... Then']
Lois Duncan,1934.0,,"['Love Song for Joyce', 'Debutante Hill', 'A Promise for Joyce', 'The Middle Sister', 'Game of Danger', 'Season of the Two-Heart', 'Point of Violence', 'Ransom (Duncan novel)', 'They Never Came Home', 'Peggy (novel)', 'Hotel for Dogs', 'A Gift of Magic', 'I Know What You Did Last Summer (novel)', 'When the Bough Breaks (Duncan novel)', 'Down a Dark Hall', 'Summer of Fear (novel)', 'Killing Mr. Griffin', 'Daughters of Eve (novel)', 'Stranger with My Face', 'The Third Eye (novel)', 'Locked in Time', 'The Twisted Window', ""Don't Look Behind You"", 'Gallows Hill (novel)', 'Who Killed My Daughter?', 'I Know What You Did Last Summer (TV series)']"
William Novak,,,[]
Francesca Lia Block,1962.0,['Young adult fiction'],"['Witch Baby', 'Cherokee Bat and the Goat Guys', 'Missing Angel Juan', 'Baby Be-Bop']"
Ann Rinaldi,1934.0,,"['A Ride into Morning', 'A Break with Charity', 'The Fifth of March', 'Hang a Thousand Trees with Ribbons', 'An Acquaintance with Darkness', 'Cast Two Shadows', 'The Coffin Quilt', 'The Staircase (novel)', 'Girl in Blue', 'Wolf by the Ears']"
James Agee,1909.0,,[]
Gail Carson Levine,1947.0,['Fantasy'],"['The Wish (novel)', 'The Two Princesses of Bamarre']"
Bernard Cornwell,1944.0,['non-fiction'],"[""Sharpe's Eagle"", ""Sharpe's Gold"", ""Sharpe's Company"", ""Sharpe's Sword"", ""Sharpe's Enemy"", ""Sharpe's Honour"", ""Sharpe's Regiment"", ""Sharpe's Siege"", ""Sharpe's Rifles"", ""Sharpe's Revenge"", ""Sharpe's Waterloo"", ""Sharpe's Devil"", ""Sharpe's Battle"", ""Sharpe's Tiger"", ""Sharpe's Triumph"", ""Sharpe's Fortress"", ""Sharpe's Trafalgar"", ""Sharpe's Prey"", ""Sharpe's Havoc"", ""Sharpe's Fury"", ""Sharpe's Assassin"", 'The Winter King (novel)', 'Enemy of God (novel)', 'Excalibur: A Novel of Arthur', 'Vagabond (novel)', 'Heretic (novel)', '1356 (novel)', 'The Last Kingdom', 'The Pale Horseman', 'The Lords of the North', 'Sword Song', 'The Burning Land', 'Death of Kings', 'The Pagan Lord', 'The Empty Throne', 'Warriors of the Storm', 'The Flame Bearer', 'War of the Wolf', 'Sword of Kings', 'War Lord (novel)', 'Scoundrel (novel)', 'Gallows Thief', 'Azincourt (novel)', 'The Fort (novel)', 'Fools and Mortals', 'Waterloo: The History of Four Days, Three Armies and Three Battles']"
Kevin Crossley-Holland,1941.0,['Fairytale fantasy'],['Deerskin (novel)']
Francine Rivers,1947.0,['Christian novelBible fiction'],"['Redeeming Love', 'A Voice in the Wind', 'A Voice in the Wind', 'An Echo in the Darkness', 'As Sure as the Dawn', 'The Scarlet Thread', 'The Atonement Child', 'The Last Sin Eater', 'The Prince (novel)', 'The Prince (novel)']"
Dương Thu Hương,1947.0,,[]
Athol Fugard,1932.0,,['Marigolds in August']
Han Nolan,,,[]
Laura Albert,1965.0,Fiction,[]
Elizabeth Hand,1957.0,"Science fiction, Fantasy",[]
Tracy Hickman,1955.0,Fantasy fiction,[]
John Jakes,1932.0,['Historical fiction'],"['The Mark of the Demons', 'Mention My Name in Atlantis', 'Witch of the Four Winds', 'The Mark of the Demons', 'When the Idols Walked', 'The Bastard (novel)', 'The Rebels (Jakes novel)', 'The Seekers (novel)', 'Mention My Name in Atlantis']"
Anaïs Nin,1903.0,"['Memoir', ' Diary']","['Incest: From a Journal of Love', 'Winter of Artifice', 'Delta of Venus', 'The Novel of the Future', 'Winter of Artifice', 'Henry and June', 'Incest: From a Journal of Love', 'Delta of Venus', 'The Novel of the Future', 'Moloch: or, This Gentile World', 'Tropic of Cancer (novel)', 'Aller Retour New York', 'Tropic of Capricorn (novel)', 'Quiet Days in Clichy (novel)']"
Arthur Hailey,1920.0,,"['In High Places (Hailey novel)', 'Hotel (Hailey novel)', 'Airport (novel)', 'Wheels (novel)', 'The Moneychangers', 'Overload (novel)', 'Strong Medicine (novel)', 'Detective (novel)']"
Tim O'Brien,,,
Randall Ingermanson,,,
James Jones,,,
Ernest Hemingway,1899.0,,"['The Torrents of Spring', 'The Sun Also Rises', 'A Farewell to Arms', 'To Have and Have Not', 'For Whom the Bell Tolls', 'Across the River and into the Trees', 'The Old Man and the Sea', 'Death in the Afternoon', 'Islands in the Stream (novel)', 'The Dangerous Summer', 'The Garden of Eden (novel)', 'True at First Light', 'Under Kilimanjaro', 'In Our Time (short story collection)', '88 Poems', 'Ernest Hemingway: Selected Letters, 1917–1961']"
Lisa Scottoline,1955.0,"Fiction, legal thrillers",[]
Trina Paulus,,,
Jeffrey Shaara,1952.0,Historical fiction,[]
Yukio Mishima,1925.0,,"['Confessions of a Mask', 'Thirst for Love', 'The Sound of Waves', 'The Temple of the Golden Pavilion', 'After the Banquet', 'The Frolic of the Beasts', 'The Sailor Who Fell from Grace with the Sea', 'Silk and Insight', 'Sun and Steel (essay)', 'Life for Sale', 'Spring Snow', 'Spring Snow', 'Runaway Horses', 'The Temple of Dawn', 'The Decay of the Angel']"
Tove Jansson,1914.0,,[]
Robert C. O'Brien,1966.0,['Fantasy novelettes'],['Marchers of Valhalla']
Lois-Ann Yamanaka,1961.0,,[]
Ann M. Martin,1955.0,Children's and young adult fiction,['Tommy (soundtrack)']
Sarah Dessen,1970.0,['Young adult'],"['That Summer (Dessen novel)', 'Keeping the Moon', 'Dreamland (Dessen novel)', 'This Lullaby', 'The Truth About Forever', 'Just Listen (novel)', 'Lock and Key (novel)', 'Along for the Ride (novel)', 'What Happened to Goodbye', 'The Moon and More', 'Once and for All (novel)', 'The Rest of the Story (novel)']"
Gregory McElwain,,,
George Pelecanos,1957.0,['Crime novel'],"['A Firing Offense', 'Down by the River Where the Dead Men Go', 'The Big Blowdown', 'Shame the Devil', 'Right as Rain', 'Hell to Pay (novel)', 'Soul Circus (novel)', 'Hard Revolution', 'The Night Gardener']"
John Twelve Hawks,,,[]
Betty MacDonald,1907.0,"Autobiography, Children's literature",[]
Su Tong,1963.0,Novel,[]
Ngaio Marsh,1895.0,"['Detective fiction', ' Theatre-fiction']","['A Man Lay Dead', 'Enter a Murderer', 'Death in Ecstasy', 'Artists in Crime', 'Death in a White Tie', 'Overture to Death', 'Death at the Bar', 'Death and the Dancing Footman', 'Colour Scheme', 'Final Curtain (novel)', 'Dead Water (novel)', 'Clutch of Constables', 'When in Rome (novel)', 'Tied Up in Tinsel', 'Last Ditch', 'Grave Mistake', 'Photo Finish (novel)', 'Light Thickens']"
Robert Anthony Salvatore,1959.0,"Fantasy, science fiction",[]
Murasaki Shikibu,,,[]
Pete Dexter,1943.0,Fiction,[]
Octave Mirbeau,1848.0,['Short stories'],"['Le Calvaire', 'Abbé Jules', 'Sébastien Roch (novel)', 'Dans le ciel', 'The Torture Garden', 'The Diary of a Chambermaid (novel)', ""Les Vingt et un Jours d'un neurasthénique"", 'Dingo (novel)', 'Un gentilhomme', 'La 628-E8', 'Contes cruels']"
J. P. Donleavy,1926.0,,[]
Claudia Gray,,,[]
Eve Ensler,1953.0,,[]
William Trevor,1928.0,['Novel'],"[""Mrs. Eckdorf in O'Neill's Hotel"", ""Felicia's Journey"", 'Death in Summer', 'The Story of Lucy Gault', 'Love and Summer']"
Ian Frazier,1951.0,,[]
Halldór Laxness,1902.0,,[]
Margaret Drabble,1939.0,['Collaborative fiction'],"['A Summer Bird-Cage', 'The Garrick Year', 'The Millstone (novel)', 'Jerusalem the Golden', 'The Waterfall (novel)', ""The Needle's Eye (novel)"", 'The Realms of Gold', 'The Ice Age (novel)', 'The Middle Ground', 'The Radiant Way', 'A Natural Curiosity', 'The Gates of Ivory', 'The Witch of Exmoor', 'The Peppered Moth', 'The Seven Sisters (novel)', 'The Red Queen (Drabble novel)', 'The Sea Lady (Drabble novel)', 'The Pure Gold Baby', 'The Dark Flood Rises', 'London Consequences']"
Kurban Said,,,[]
Christopher Morley,1890.0,,[]
Jill Paton Walsh,1937.0,,[]
Chris D'Lacey,1954.0,Children's fictionFantasy,[]
Ben Bova,1932.0,['Science fiction'],"['Return to Mars', 'Jupiter (novel)', 'Mars Life', 'Venus (novel)', 'The Star Conquerors']"
Ira Levin,1929.0,,[]
Jack Ketchum,1946.0,"Horror fiction, thriller, Western fiction, Dark fantasy, Genre fiction",[]
Benjamin Zephaniah,1958.0,"Poetry, teen fiction",[]
Danielle Steele,1947.0,RomanceContemporary,[]
Michel Faber,1960.0,['Science fiction'],"['Under the Skin (novel)', 'The Crimson Petal and the White', 'The Fire Gospel', 'The Book of Strange New Things']"
Malcolm X,1925.0,,[]
Edgar Rice Burroughs,1875.0,,"['Tarzan of the Apes', 'The Return of Tarzan', 'The Beasts of Tarzan', 'The Son of Tarzan', 'Tarzan and the Jewels of Opar', 'Tarzan the Terrible', 'Tarzan and the Ant Men', 'Tarzan and the City of Gold', 'Tarzan and the Forbidden City', 'Tarzan and the Foreign Legion', 'Tarzan and the Madman', 'Tarzan: The Lost Adventure', 'Tarzan the Untamed', 'Tarzan the Magnificent (novel)', 'Tarzan and the Tarzan Twins', 'Tarzan the Untamed', 'Tarzan the Untamed', 'Tarzan and the Tarzan Twins', 'Tarzan and the Tarzan Twins', 'Tarzan the Magnificent (novel)', 'The Man-Eater', 'The Cave Girl', 'The Eternal Lover', 'Jungle Girl (novel)', 'The Lad and the Lion', 'A Princess of Mars', 'The Gods of Mars', 'The Warlord of Mars', 'Thuvia, Maid of Mars', 'The Chessmen of Mars', 'The Master Mind of Mars', 'A Fighting Man of Mars', 'Swords of Mars', 'Synthetic Men of Mars', 'Llana of Gathol', 'John Carter of Mars (collection)', ""At the Earth's Core (novel)"", 'Pellucidar (novel)', 'Tanar of Pellucidar', ""Tarzan at the Earth's Core"", 'Back to the Stone Age', 'Land of Terror', 'Savage Pellucidar', 'Pirates of Venus', 'Lost on Venus', 'Carson of Venus', 'Escape on Venus', 'The Wizard of Venus', 'The Land That Time Forgot (novel)', 'The People That Time Forgot (novel)', ""Out of Time's Abyss"", 'Beyond Thirty', 'The Moon Maid', 'The Monster Men', 'Beyond the Farthest Star (novel)', ""The Bandit of Hell's Bend"", 'I Am a Barbarian', 'The Rider (novel)', 'The Oakdale Affair', 'The Efficiency Expert (novel)', 'The Oakdale Affair and The Rider', 'Beyond Thirty and The Man-Eater']"
