Book Title,Author,Publication Year,Genres,Summary,Rating Count,Average Rating,Number of Pages,Best Seller,Film,Saga,Preceded by,Followed by
Assassin's Apprentice,Robin Hobb,1995,['Fantasy'],"A six-year-old boy is taken by his maternal grandfather to the Farseers' army base in Moonseye, the Six Duchies' outpost on the border of the Mountain Kingdom. His grandfather says he is King-in-Waiting Chivalry's bastard son. The boy is brought to Prince Verity, the second Son of King Shrewd who is currently in command of Moonseye. Verity orders that the boy be given into the care of Burrich, Chivalry's right-hand man and stableman, who calls the boy, who does not know his own name, ""Fitz."" With Burrich, Fitz travels to Buckkeep, the seat of the Farseer throne. Before Fitz arrives, Chivalry abdicates from the post of King-in-Waiting so that there will not be uncertainty about his bastard son's claim to the throne. Chivalry retires to the royal holdings of Withywoods with his wife Lady Patience without ever meeting Fitz. Chivalry's and Verity's younger half-brother, Prince Regal, despises Fitz and treats him badly when he arrives.
",,,400,False,False,The Farseer Trilogy,,Royal Assassin
Royal Assassin,Robin Hobb,1996,['Fantasy'],"FitzChivalry has survived Prince Regal's attempt to poison him, but is left weak and prone to unpredictable seizures. Fitz vows to never return to Buckkeep and his king. A vision of Molly fending off an attack by Red-ship Raiders convinces him otherwise, and he returns to the royal court of the Six Duchies.
",,,580752,False,False,The Farseer Trilogy,Assassin's Apprentice,Assassin's Quest
Assassin's Quest,Robin Hobb,1997,['Fantasy'],"FitzChivalry Farseer has been raised from death, but spends months with the mind of a wolf after his time sharing minds with Nighteyes. He lives in a remote cabin watched by Burrich and Chade, the only ones who know he is alive. Fitz gradually regains his humanity but struggles with the loss of his former life and the trauma of his torture in King Regal's dungeons. Fitz decides only a personal quest to kill Regal will bring him peace. Before departing the cabin, Fitz is attacked by and kills Forged Ones. Through his uncontrollable Skill dreams, Fitz later learns that Burrich found the scene and believes him dead. Burrich is caring for Molly, Fitz's former lover who is now pregnant with his child. Meanwhile, Lady Patience leads Buckkeep's remaining resistance against the Red Ship Raiders.
",,,742848,False,False,The Farseer Trilogy,Royal Assassin,
Ship of Magic,Robin Hobb,1998,['Fantasy'],"A liveship is a ship made of Wizardwood, a mystical substance from up the Rain Wild River. When three generations of a ship's owners die on board, a liveship ""quickens"", becoming a sentient being with a personality, the memories of the dead ancestors, and a psychic connection to living family members. Only a liveship is capable of crossing the perilous Rain Wild River to trade with the Rain Wilders, who have valuable goods plundered from an ancient Elderling ruin. Vivacia is the ship bought by the Vestrit family, who are still in debt to the Rain Wilder for the price of the Wizardwood.
",,,667,False,False,Liveship Traders Trilogy,,The Mad Ship
The Mad Ship,Robin Hobb,1999,['Fantasy'],"Aboard Vivacia, Wintrow saves Kennit's life by amputating the infected part of his leg. Kennit quickly charms Vivacia and she comes to believe in Kennit and his goal of becoming King of the Pirate Isles, aiding him in his piracy against slavers. Wintrow is wary of Vivacia's growing attachment to Kennit, but comes to believe in him as well, and bonds with Etta. Kennit imprisons Kyle on the secret isle where his mother lives in seclusion. Kennit was taken prisoner as a child by Igrot the pirate, who killed Kennit's father, cut out his mother's tongue, and made Kennit a pirate and abused him, a past which he hides from all.
",,,400,False,False,Liveship Traders Trilogy,Ship of Magic,Ship of Destiny
Ship of Destiny,Robin Hobb,2000,['Fantasy'],"Much of Bingtown has been destroyed after the night of the Satrap's disappearance. Factions in Bingtown struggle against each other even as they hold off the invading Chalcedeans. Ronica Vestrit comes to accept that Bingtown must turn away from its traditions in order to survive. She clashes with Serilla, the companion to the Satrap who has assumed his authority, seeking to protect herself. With the help of Rache, a slave, Ronica seeks to unite the Old Traders, New Traders, Three Ships folk, and the ex-slave Tattooed to form a new, independent order in Bingtown.
",,,592,False,False,Liveship Traders Trilogy,The Mad Ship,
Fool's Errand (novel),Robin Hobb,2001,['Fantasy'],"Fifteen years have passed since the end of the Red Ship War. Since then, Fitz has wandered the world accompanied only by his wolf and Wit-partner, Nighteyes, finally settling in a tiny cottage as isolated from the Farseers and Buckkeep politics as possible. He raises his adopted son, Hap, who was brought to him by Starling, whose visits are Fitz's only connection to his old life. Fitz now goes by the name ""Tom Badgerlock.""
",,,,False,False,Tawny Man Trilogy,,The Golden Fool
The Golden Fool,Robin Hobb,2002,['Fantasy'],"Fitz has succeeded in rescuing Prince Dutiful from the clutches of the Piebald rebels. But once again the cost of protecting the Farseer line has been dear: Nighteyes is dead.
",,,,False,False,Tawny Man Trilogy,Fool's Errand,Fool's Fate
Fool's Fate,Robin Hobb,2003,['Fantasy'],"Once assassin to the king, Fitz is now Skillmaster to Prince Dutiful's small band, sailing towards the distant Out Island of Aslevjal. His duty is to help the Prince fulfil the Narcheska Elliania's challenge: Bring her the head of the dragon, Icefyre, whom legends say is buried deep beneath the ice. Only after this task is complete will they be married and bring an end to war between their kingdoms.
",,,,False,False,Tawny Man Trilogy,The Golden Fool,
Dragon Keeper,Robin Hobb,2009,['Fantasy'],"The book opens as a group of sea serpents have nearly finished their long journey upriver to encase themselves so they might hatch into dragons. It is late in the year and the serpents are older than is normal to make the journey. The last known dragon, Tintaglia, is overseeing this journey in the hopes that dragons will be reintroduced to the world.  The Rain Wilds Council has agreed to help in exchange for her helping the Rain Wilds people in their war against Chalced. Sisarqua, a queen serpent, struggles to finish her casing and is assisted by Tintaglia.
",,,553,False,False,The Rain Wild Chronicles,,Dragon Haven
Dragon Haven,Robin Hobb,2010,['Fantasy'],"The book opens where the previous book left off and we continue to follow the dragons, the keepers and the barge Tarman as they continue their trek up the river.
",,,570,False,False,The Rain Wild Chronicles,Dragon Keeper,City of Dragons
City of Dragons,Robin Hobb,2011,['Fantasy'],"The dragon Tintaglia and her mate IceFyre fly to a sandy oasis they visit often where they are ambushed by men. They manage to fight off the men but Tintaglia is stabbed by a spear in her armpit and is struck in the wing by an arrow. When feasting on the corpses of the men a boy, still alive, reveals they were blackmailed by the Duke of Chalced in order to harvest some of the dragons body parts, which the Duke believes will cure his illness.
",,,,False,False,The Rain Wild Chronicles,Dragon Haven,Blood of Dragons
Blood of Dragons,Robin Hobb,2013,['Fantasy'],,,,,False,False,The Rain Wild Chronicles,City of Dragons,
Fool's Assassin,Robin Hobb,2014,['Fantasy novel'],"FitzChivalry (""Fitz"") is a bastard of the royal Farseer family of the Six Duchies, who had previously used his inherited magical Skill in the service of his king. After his past heroic sacrifices, Fitz had allowed all but his closest family and friends to believe that he had been killed. Under the name Tom Badgerlock, Fitz had enjoyed ten peaceful years with his wife and children as landholder of Withywoods, once the country estate of his father. 
",,,640,False,False,Fitz and the Fool Trilogy,,Fool's Quest
