author,books,genres,subgenres,classic,narrator
Erica Spindler ,['Red'],['Romance'],['Contemporary Romance'],no,third-person
Dean F. Wilson ,['The Call of Agon'],['Fantasy'],"['Epic Fantasy', 'Paranormal', 'High Fantasy', 'Magic']",no,first-person
Kristopher Cruz ,['Provenance'],"['Fantasy', 'Romance']","['Magic', 'High Fantasy', 'Epic Fantasy', 'Sword and Sorcery']",no,third-person
Dani Kollin ,['The Unincorporated Man'],"['Science Fiction', 'Fantasy']",['Cyberpunk'],no,third-person
Travis Bradberry ,['Cryonic'],"['Horror', 'Science Fiction', 'Fantasy']","['Zombies', 'Post Apocalyptic']",no,second-person
Charles Reade,['The Cloister and the Hearth'],['Romance'],['Historical Fiction'],classic,omniscent
Caela Carter ,"['Me, Him, Them, and It']",['Romance'],['Realistic Fiction'],no,third-person
J.S. Taylor ,['Close Up and Personal'],['Romance'],"['Contemporary Romance', 'Erotic Romance']",no,third-person
Sherryl Woods ,"['Wind Chime Point', 'Moonlight Cove', ""Daniel's Desire"", ""Patrick's Destiny"", ""Michael's Discovery"", ""Sean's Reckoning"", ""Ryan's Place""]",['Romance'],['Contemporary Romance'],no,third-person
Adrienne Vaughan ,['The Hollow Heart'],['Romance'],['Contemporary Romance'],no,first-person
Lorna Seilstad,"['Making Waves', 'While Love Stirs', 'When Love Calls']",['Romance'],"['Historical Fiction', 'Historical Romance']",no,omniscent
Gail Z. Martin ,['The Summoner'],['Fantasy'],"['Magic', 'High Fantasy', 'Epic Fantasy', 'Vampires', 'Paranormal']",no,first-person
Victoria Richards ,"[""The Banshee's Embrace""]","['Romance', 'Fantasy']","['Paranormal Romance', 'Paranormal', 'Urban Fantasy', 'Magic']",no,third-person
Willa Cather,['Lucy Gayheart'],['Romance'],['Historical Fiction'],classic,third-person
Candace Knoebel ,['Born in Flames'],"['Fantasy', 'Romance']","['Paranormal', 'Magic', 'Urban Fantasy', 'Paranormal Romance']",no,first-person
Maureen A. Miller ,['Beyond'],"['Science Fiction', 'Fantasy', 'Romance']",['Paranormal Romance'],no,third-person
Elise Stokes ,['Cassidy Jones and the Secret Formula'],"['Science Fiction', 'Fantasy', 'Romance']",['Paranormal'],no,first-person
Elizabeth Paradise ,['The Lost Dreamer'],"['Fantasy', 'Romance']","['Paranormal Romance', 'Paranormal']",no,first-person
Elizabeth Marshall Thomas,['Reindeer Moon'],['Fantasy'],['Historical Fiction'],no,first-person
M.E. Lorde ,"[""Tolomay's World and The Pool of Light""]","['Fantasy', 'Science Fiction']",['Time Travel'],no,first-person
Gwen Bristow,"['Celia Garth', 'Jubilee Trail', 'Calico Palace']",['Romance'],"['Historical Fiction', 'Historical Romance']",classic,omniscent
Janie Chang ,['Three Souls'],['Fantasy'],['Historical Fiction'],no,first-person
Christina Mandelski ,['The Sweetest Thing'],['Romance'],['Realistic Fiction'],no,third-person
Shari J. Ryan ,['Schasm'],"['Romance', 'Fantasy']",['Paranormal'],no,third-person
Christine Kersey ,['He Loves Me Not'],['Romance'],['Contemporary Romance'],no,first-person
Heather Graham ,['The Presence'],"['Romance', 'Fantasy']","['Paranormal', 'Paranormal Romance']",no,first-person
Heather Killough-Walden ,"['The Vampire King', 'The Phantom King', 'The Goblin King']","['Romance', 'Fantasy']","['Vampires', 'Paranormal', 'Paranormal Romance', 'Urban Fantasy', 'Magic']",no,first-person
Sarah J. Pepper ,['Death of the Mad Hatter'],"['Fantasy', 'Romance']",['Paranormal'],no,first-person
Sally Ember ,['This Changes Everything'],"['Science Fiction', 'Fantasy']","['Paranormal', 'Time Travel']",no,first-person
Olivia Thorne ,"['All That He Loves, Volume 2', 'All That He Desires']",['Romance'],"['Contemporary Romance', 'Erotic Romance']",no,omniscent
S.R. Vaught,"[""Assassin's Apprentice"", 'A Prince Among Killers']",['Fantasy'],"['Magic', 'High Fantasy']",no,omniscent
S.L. Farrell,['A Magic of Twilight'],['Fantasy'],"['Epic Fantasy', 'High Fantasy']",no,third-person
Fiona Paul,"['Venom', 'Belladonna']","['Romance', 'Fantasy']","['Historical Fiction', 'Historical Romance', 'Paranormal', 'Vampires']",no,first-person
Jennifer Lark ,['Chasing Pretty'],"['Romance', 'Fantasy']","['Paranormal Romance', 'Paranormal']",no,third-person
Lisa Renee Jones ,['Beneath the Secrets'],['Romance'],['Contemporary Romance'],no,third-person
Mark Cheverton ,['Invasion of the Overworld: A Minecraft Novel'],"['Fantasy', 'Science Fiction']",['Monsters'],no,third-person
Danny Wallace,['Charlotte Street'],['Romance'],['Comedy'],no,first-person
N.G. Osborne ,['Refuge'],['Romance'],['Historical Fiction'],no,omniscent
Emily Horner ,['A Love Story Starring My Dead Best Friend'],['Romance'],['Realistic Fiction'],no,first-person
Beth Kephart ,['Small Damages'],['Romance'],['Realistic Fiction'],no,first-person
Nancy Grossman,['A World Away'],['Romance'],['Realistic Fiction'],no,first-person
T.A. Uner ,['The Leopard Vanguard'],['Fantasy'],"['Historical Fiction', 'Magic']",no,third-person
Rusty Fischer ,"[""Zombies Don't Cry""]","['Fantasy', 'Romance', 'Horror']","['Zombies', 'Paranormal', 'Vampires', 'Urban Fantasy']",no,first-person
Ashley Antoinette ,['Moth to a Flame'],['Romance'],['Urban Fantasy'],no,third-person
Georgina Guthrie ,['The Weight of Words'],['Romance'],['Contemporary Romance'],no,omniscent
P.W. Catanese ,['Happenstance Found'],['Fantasy'],['Magic'],no,first-person
Karl Edward Wagner,['Darkness Weaves'],"['Fantasy', 'Horror']","['Sword and Sorcery', 'High Fantasy']",no,first-person
Tracy J. Butler,['Lackadaisy: Volume #1'],['Fantasy'],['Historical Fiction'],no,third-person
Lee Thomas ,['The German'],['Horror'],['Historical Fiction'],no,third-person
Rinsai Rossetti ,['The Girl with Borrowed Wings'],"['Fantasy', 'Romance']",['Paranormal'],no,third-person
Antoni Libera,['Madame'],['Romance'],['Historical Fiction'],classic,omniscent
Brenda S. Anderson ,['Chain of Mercy'],['Romance'],['Contemporary Romance'],no,third-person
Danielle Vega ,['The Merciless'],"['Horror', 'Fantasy']","['Paranormal', 'Demons']",no,third-person
C.J. Anaya ,['The Healer'],"['Fantasy', 'Romance']","['Paranormal', 'Urban Fantasy', 'Magic']",no,third-person
Dana Davidson,['Jason & Kyra'],['Romance'],"['Realistic Fiction', 'Contemporary Romance']",no,omniscent
John Cowper Powys,"['A Glastonbury Romance', 'Porius']",['Fantasy'],['Historical Fiction'],classic,first-person
Anna Staniszewski ,['The Dirt Diary'],['Romance'],['Realistic Fiction'],no,omniscent
Cecily Anne Paterson ,['Invisible'],['Romance'],"['Realistic Fiction', 'Contemporary Romance']",no,first-person
Zane Grey,['The Last Trail'],['Romance'],['Historical Fiction'],classic,first-person
Dana Fredsti ,"['Plague Town', 'Plague World', 'Plague Nation']","['Horror', 'Fantasy', 'Science Fiction']","['Zombies', 'Urban Fantasy', 'Paranormal', 'Post Apocalyptic']",no,omniscent
Lauren Layne,"['Broken', 'Someone like You', 'Just One Night', ""Love the One You're With""]",['Romance'],['Contemporary Romance'],no,third-person
Laura Bickle ,"['Sparks', 'Embers']","['Fantasy', 'Romance']","['Urban Fantasy', 'Paranormal', 'Magic', 'Demons']",no,third-person
Alex Archer ,"['The Spirit Banner', 'Restless Soul', ""The Matador's Crown"", 'Tear of the Gods', 'Library of Gold', 'False Horizon', 'The Vanishing Tribe', ""The Devil's Chord"", 'Treasure of Lima', 'Blood Cursed', 'Clockwork Doomsday', 'City of Swords', ""The Oracle's Message"", ""Fury's Goddess"", 'Cradle of Solitude', 'The Third Caliph', 'Sunken Pyramid', 'River of Nightmares', ""Grendel's Curse"", 'The Other Crowd', 'Phantom Prospect', 'The Golden Elephant', 'Secret of the Slaves', ""Solomon's Jar"", 'The Spider Stone', 'Destiny', 'The Chosen', 'The Lost Scrolls', 'God of Thunder', 'Warrior Spirit', 'The Soul Stealer', ""Serpent's Kiss"", 'Provenance', ""Gabriel's Horn"", ""Swordsman's Legacy"", 'Polar Quest', 'Sacrifice', 'Eternal Journey', 'Footprints', ""Seeker's Curse"", 'Paradox', 'Tribal Ways', ""The Dragon's Mark"", 'Labyrinth', 'Magic Lantern', 'Staff of Judea']","['Fantasy', 'Science Fiction', 'Romance']","['Urban Fantasy', 'Paranormal', 'Historical Fiction']",no,third-person
Faith Erin Hicks ,"['Friends With Boys', 'Comics Will Break Your Heart', 'The Stone Heart']","['Fantasy', 'Romance']","['Paranormal', 'Realistic Fiction', 'Historical Fiction']",no,third-person
Cristin Harber ,"['Hart Attack', 'Delta: Retribution', 'Winters Heat']",['Romance'],['Contemporary Romance'],no,third-person
O.Z. Livaneli,['Bliss'],['Romance'],['Historical Fiction'],no,third-person
Brian Robert Smith ,['Purified'],"['Horror', 'Science Fiction']",['Zombies'],no,third-person
Elise Sax,['Going Down'],['Romance'],"['Contemporary Romance', 'Comedy']",no,third-person
Michael Barakiva ,['One Man Guy'],['Romance'],['Realistic Fiction'],no,omniscent
Ted Cross ,['The Immortality Game'],['Science Fiction'],['Cyberpunk'],no,third-person
Kelly St. Clare ,"['Fantasy of Frost', 'Fantasy of Flight']","['Fantasy', 'Romance']","['Paranormal', 'Epic Fantasy', 'High Fantasy']",no,first-person
Janice Woods Windle,['True Women'],['Romance'],['Historical Fiction'],no,third-person
Brandy Colbert ,['Pointe'],['Romance'],['Realistic Fiction'],no,omniscent
Chrysoula Tzavelas ,['Matchbox Girls'],['Fantasy'],['Urban Fantasy'],no,third-person
Sam Sisavath ,['The Purge of Babylon'],"['Horror', 'Science Fiction', 'Fantasy']","['Post Apocalyptic', 'Zombies', 'Paranormal']",no,omniscent
Lily Paradis ,"['Volition', 'Ignite']","['Romance', 'Fantasy']","['Contemporary Romance', 'Realistic Fiction']",no,third-person
Sonya Hartnett,"[""The Ghost's Child""]","['Fantasy', 'Romance']",['Paranormal'],no,third-person
Pat Walsh ,['The Crowfield Curse'],['Fantasy'],"['Historical Fiction', 'Magic']",no,third-person
Abigail Barnette,['The Boss'],['Romance'],"['Contemporary Romance', 'Erotic Romance']",no,first-person
Martine Bailey ,['An Appetite for Violets'],['Romance'],['Historical Fiction'],no,third-person
James Islington ,"['The Shadow of What Was Lost', 'An Echo of Things to Come']",['Fantasy'],"['Epic Fantasy', 'High Fantasy', 'Magic']",no,first-person
Cecil Castellucci ,"['Boy Proof', 'Beige']",['Romance'],['Realistic Fiction'],no,third-person
Steve Cash,"['The Meq', 'Time Dancers']","['Fantasy', 'Science Fiction']","['Historical Fiction', 'Historical Fantasy', 'Space']",no,first-person
Wanda Wiltshire ,['Betrothed'],"['Romance', 'Fantasy']","['Paranormal', 'Urban Fantasy', 'Paranormal Romance']",no,omniscent
Bertrice Small,['The Kadin'],['Romance'],"['Historical Romance', 'Historical Fiction']",no,third-person
Sophie Moss ,['Wind Chime Cafe'],['Romance'],['Contemporary Romance'],no,third-person
Marley Gibson ,['The Awakening'],"['Fantasy', 'Romance', 'Horror']",['Paranormal'],no,third-person
Jessica Roe ,['Because of Him'],['Romance'],['Contemporary Romance'],no,omniscent
Chrissy Peebles,"['The Zombie Chronicles', 'Race for the Cure']","['Horror', 'Fantasy', 'Science Fiction']","['Zombies', 'Post Apocalyptic', 'Paranormal']",no,third-person
Mary Weber ,['Storm Siren'],"['Fantasy', 'Romance']","['Magic', 'High Fantasy', 'Paranormal']",no,first-person
J.J. Sherwood ,['Kings or Pawns'],"['Fantasy', 'Romance']","['Magic', 'Epic Fantasy']",no,third-person
Kate Cann,"['Possessed', 'Consumed', 'Diving In', 'Grecian Holiday: Or, How I Turned Down the Best Possible Thing Only to Have the Time of My Life']","['Horror', 'Fantasy', 'Romance']","['Paranormal', 'Contemporary Romance']",no,first-person
Leah Rooper ,['Jane Unwrapped'],"['Fantasy', 'Romance']",['Time Travel'],no,third-person
Jean Johnson ,"['Damnation', 'Shifting Plains', 'The Sword']","['Science Fiction', 'Fantasy', 'Romance']","['Space', 'Paranormal', 'Paranormal Romance', 'Magic', 'Time Travel', 'Historical Romance']",no,third-person
James Silke,"['Prisoner of the Horned Helmet', 'Plague of Knives']","['Fantasy', 'Science Fiction']",['Sword and Sorcery'],no,third-person
S.M. Boyce ,"['Treason', 'Lichgates', 'Heritage']","['Fantasy', 'Romance']","['Magic', 'Paranormal', 'Paranormal Romance', 'Epic Fantasy', 'High Fantasy', 'Urban Fantasy']",no,third-person
Angela C. Castillo ,"[""The River Girl's Song""]",['Romance'],"['Historical Fiction', 'Historical Romance']",no,third-person
Nicholas Sansbury Smith ,['Extinction Horizon'],"['Horror', 'Science Fiction']","['Zombies', 'Post Apocalyptic']",no,omniscent
Harper Sloan ,['Perfectly Imperfect'],['Romance'],['Contemporary Romance'],no,third-person
Hilary Mantel ,['Fludd'],['Fantasy'],['Historical Fiction'],no,third-person
Demitria Lunetta ,"['In the After', 'In the End']","['Science Fiction', 'Horror', 'Fantasy', 'Romance']","['Post Apocalyptic', 'Zombies']",no,omniscent
Vasily Mahanenko ,['Start the Game'],['Science Fiction'],['Space'],no,first-person
Rene S. Perez II,['Seeing Off the Johns'],['Romance'],['Realistic Fiction'],no,omniscent
Mikhail Lerma ,['Blood on the Sand'],"['Horror', 'Science Fiction']","['Zombies', 'Post Apocalyptic']",no,third-person
Cao Xueqin,['A Dream of Red Mansions'],['Romance'],['Historical Fiction'],classic,third-person
Gerald Green,['Holocaust'],['Romance'],['Historical Fiction'],no,first-person
Steven Camden ,"[""It's About Love""]",['Romance'],['Realistic Fiction'],no,omniscent
Liz Coley ,['Pretty Girl-13'],['Horror'],['Realistic Fiction'],no,third-person
Becky Wallace ,['The Storyspinner'],"['Fantasy', 'Romance']","['Magic', 'High Fantasy', 'Historical Fiction']",no,third-person
Britt Holewinski ,['Schism'],['Science Fiction'],['Post Apocalyptic'],no,second-person
Kiran Millwood Hargrave ,['The Girl of Ink and Stars'],['Fantasy'],['Magic'],no,first-person
Gail Giles ,['Right Behind You'],['Romance'],['Realistic Fiction'],no,third-person
Linnea Sinclair ,"['An Accidental Goddess', 'Games of Command']","['Romance', 'Science Fiction', 'Fantasy']","['Time Travel', 'Magic', 'Space']",no,first-person
Shawn Johnson,['The Flip Side'],['Romance'],['Realistic Fiction'],no,third-person
S.A. Swann,['Wolfbreed'],"['Fantasy', 'Romance', 'Horror']","['Paranormal', 'Historical Fiction', 'Urban Fantasy', 'Historical Fantasy']",no,omniscent
C.M. McCoy ,['Eerie'],"['Fantasy', 'Romance', 'Horror']","['Paranormal', 'Paranormal Romance']",no,third-person
J.A. Owen,['The Truth She Knew'],['Romance'],['Contemporary Romance'],no,third-person
Traci Chee ,['The Reader'],['Fantasy'],"['Magic', 'High Fantasy']",no,first-person
AbMcDonald ,"['Getting Over Garrett Delaney', 'Boys, Bears, and a Serious Pair of Hiking Boots']",['Romance'],['Realistic Fiction'],no,third-person
Ross Welford,['Time Travelling with a Hamster'],"['Science Fiction', 'Fantasy']",['Time Travel'],no,first-person
Teyla Branton ,['The Change'],"['Fantasy', 'Romance', 'Science Fiction']","['Urban Fantasy', 'Paranormal', 'Paranormal Romance']",no,first-person
Michael Shean ,['Shadow of a Dead Star'],['Science Fiction'],"['Cyberpunk', 'Urban Fantasy']",no,third-person
Yuki Urushibara,"['Mushishi, Vol. 3']","['Fantasy', 'Horror']",['Paranormal'],no,third-person
Louise Blackwick ,['The Weaver of Odds'],['Fantasy'],['High Fantasy'],no,third-person
Lila Bowen ,['Wake of Vultures'],['Fantasy'],"['Paranormal', 'Vampires', 'Urban Fantasy', 'Historical Fiction']",no,omniscent
Sarah Moore Fitzgerald,['The Apple Tart of Hope'],['Romance'],['Realistic Fiction'],no,first-person
Louise Lawrence,['Children of the Dust'],"['Science Fiction', 'Fantasy']",['Post Apocalyptic'],no,omniscent
Keith Taylor ,['This is the Way the World Ends: An Oral History of the Zombie War'],"['Horror', 'Science Fiction']",['Zombies'],no,third-person
Daisy Meadows,"['Gemma the Gymnastic Fairy', 'Alice the Tennis Fairy', 'Brittany The Basketball Fairy', 'Emily the Emerald Fairy', 'Helena the Horseriding Fairy', 'Isabelle The Ice Dance Fairy', 'Saskia the Salsa Fairy', 'Tasha the Tap Dance Fairy', ""Rebecca The Rock 'N' Roll Fairy"", 'Jade the Disco Fairy', 'Bethany the Ballet Fairy', 'Danielle the Daisy Fairy', 'Louise the Lily Fairy']",['Fantasy'],['Magic'],no,third-person
Victor Cornwall,['Scoundrels'],['Fantasy'],"['Comedy', 'Historical Fiction']",no,third-person
Malorie Blackman ,['Chasing the Stars'],"['Science Fiction', 'Romance', 'Fantasy']",['Space'],no,third-person
Jessica Pennington ,"['Love Songs & Other Lies', 'Meet Me at Midnight']",['Romance'],"['Realistic Fiction', 'Contemporary Romance']",no,third-person
Amy Hatvany ,['Outside the Lines'],['Romance'],['Realistic Fiction'],no,first-person
Sierra Hill ,"['Sweetness', 'Sweet Girl']",['Romance'],['Contemporary Romance'],no,third-person
Aaron Hartzler ,['What We Saw'],['Romance'],['Realistic Fiction'],no,omniscent
Vera Brook ,['Sand Runner'],"['Science Fiction', 'Fantasy']",['Post Apocalyptic'],no,third-person
Karen Fortunati ,['The Weight of Zero'],['Romance'],['Realistic Fiction'],no,third-person
Sophie Hardcastle ,['Breathing Under Water'],['Romance'],['Realistic Fiction'],no,first-person
Olivia Evans ,['Flutter'],['Romance'],['Contemporary Romance'],no,third-person
Susan Rodgers ,['A Song for Josh'],['Romance'],['Contemporary Romance'],no,third-person
Amy Huntley ,['The Everafter'],"['Fantasy', 'Romance']",['Paranormal'],no,omniscent
Mishell Baker,['Borderline'],['Fantasy'],"['Urban Fantasy', 'Paranormal']",no,first-person
Anna Elliott ,"[""Georgiana Darcy's Diary: Jane Austen's Pride and Prejudice Continued"", 'Dark Moon of Avalon']","['Romance', 'Fantasy']","['Historical Fiction', 'Historical Romance']",classic,third-person
Peter David,"['Imzadi', 'Before Dishonor', 'Once Burned']","['Science Fiction', 'Romance', 'Fantasy']","['Time Travel', 'Space']",no,second-person
Siddharth Dhanvant Shanghvi,['The Last Song of Dusk'],['Romance'],['Historical Fiction'],no,third-person
Jon Skovron ,['Hope and Red'],['Fantasy'],"['Magic', 'High Fantasy', 'Epic Fantasy']",no,omniscent
Emma Hamm ,['Bride of the Sea'],"['Fantasy', 'Romance']",['Paranormal Romance'],no,first-person
Peter Bognanni ,"[""Things I'm Seeing Without You""]",['Romance'],['Realistic Fiction'],no,third-person
Kevin A. Kuhn ,['Do You Realize?'],"['Science Fiction', 'Fantasy']",['Time Travel'],no,third-person
S.J. Hartland ,['The 19th Bladesman'],['Fantasy'],"['Epic Fantasy', 'High Fantasy']",no,third-person
Gloria Chao ,['American Panda'],['Romance'],['Realistic Fiction'],no,third-person
Lucy Tempest ,['Thief of Cahraman: A Retelling of Aladdin'],"['Fantasy', 'Romance']",['Magic'],no,third-person
Jazon Dion Fletcher,['Skull Flowers'],"['Fantasy', 'Science Fiction']",['Cyberpunk'],no,first-person
