,Name,Birth Year,Genres,Books
1168,Kracht,,,[]
1169,William Hjortsberg,1941.0,,"['A Confederate General from Big Sur', 'Trout Fishing in America', 'In Watermelon Sugar', 'The Abortion: An Historical Romance 1966', 'The Hawkline Monster: A Gothic Western', 'Sombrero Fallout: A Japanese Novel', 'Dreaming of Babylon', ""So the Wind Won't Blow It All Away""]"
1170,Wil McCarthy,1966.0,Science fiction,[]
1171,Jasper Kent,,['Christian apologetics'],"['The Napoleon of Notting Hill', 'The Man Who Was Thursday', 'The Ball and the Cross', 'Manalive', 'The Flying Inn', 'The Club of Queer Trades', 'The Man Who Knew Too Much (book)', 'The Poet and the Lunatics', 'Orthodoxy (book)', 'The New Jerusalem (Chesterton book)', 'Fancies Versus Fads', 'The Everlasting Man']"
1172,Tom Perrotta,1961.0,,"['Little Children (novel)', 'The Abstinence Teacher', ""Tracy Flick Can't Win""]"
1173,Robertson Davies,1913.0,,"['Tempest-Tost', 'Tempest-Tost', 'Leaven of Malice', 'A Mixture of Frailties', 'Fifth Business', 'Fifth Business', 'The Manticore', 'World of Wonders (novel)', 'The Rebel Angels', 'The Rebel Angels', ""What's Bred in the Bone"", 'The Lyre of Orpheus (novel)', 'Murther and Walking Spirits', 'Murther and Walking Spirits', 'The Cunning Man']"
1174,Hanif Kureishi,1954.0,,[]
1175,Forrest Carter,1925.0,,[]
1176,Auguste Maquet,1813.0,,"[""The Regent's Daughter"", 'The Three Musketeers', 'Twenty Years After', 'La Reine Margot (novel)', ""The Queen's Necklace"", 'The Black Tulip', 'The Wife of Monte Cristo', 'The Musketeer', 'The Three Musketeers (musical)']"
1177,Fyodor Dostoyevsky,1821.0,['Philosophical fiction'],"['Poor Folk', 'The Double (Dostoevsky novel)', 'The Village of Stepanchikovo', 'Humiliated and Insulted', 'The House of the Dead (novel)', 'Crime and Punishment', 'The Gambler (novel)', 'The Idiot', 'The Eternal Husband', 'Demons (Dostoevsky novel)', 'The Adolescent', 'The Brothers Karamazov', 'The Landlady (novella)', ""Uncle's Dream"", 'Notes from Underground']"
1178,Gary Shteyngart,1972.0,,[]
1179,Anthony Horowitz,1955.0,,"['Skeleton Key (novel)', 'Ark Angel', ""Raven's Gate"", 'Evil Star (novel)', 'Nightrise', 'Oblivion (Power of Five)', 'The Diamond Brothers', 'Groosham Grange', 'The Night of the Scorpion', 'The Devil and His Boy', 'The House of Silk', 'Trigger Mortis', 'Forever and a Day (novel)', 'Magpie Murders', 'Moonflower Murders', 'The Sentence Is Death', 'The Killing Joke (novel)', 'Stormbreaker', 'Point Blanc', 'Skeleton Key (novel)', 'Ark Angel', ""Raven's Gate"", 'Evil Star (novel)', 'Nightrise', 'Necropolis (Horowitz novel)', 'Oblivion (Power of Five)', 'Trigger Mortis', 'Forever and a Day (novel)', 'The House of Silk', 'Moriarty (novel)', 'Magpie Murders', 'Moonflower Murders', 'The Word Is Murder', 'The Sentence Is Death', 'The Devil and His Boy', 'The Killing Joke (novel)', 'Mindgame (play)', 'Casino Royale (novel)', 'Live and Let Die (novel)', 'Moonraker (novel)', 'Diamonds Are Forever (novel)', 'From Russia, with Love (novel)', 'Dr. No (novel)', 'Goldfinger (novel)', 'Thunderball (novel)', 'The Spy Who Loved Me (novel)', ""On Her Majesty's Secret Service (novel)"", 'You Only Live Twice (novel)', 'The Man with the Golden Gun (novel)', 'Octopussy and The Living Daylights', 'Colonel Sun', 'Licence Renewed', 'For Special Services', 'Icebreaker (novel)', 'Scorpius (novel)', 'Cold (novel)', 'Zero Minus Ten', 'High Time to Kill', 'Devil May Care (Faulks novel)', 'Carte Blanche (novel)', 'Solo (Boyd novel)', 'Trigger Mortis', 'Forever and a Day (novel)', 'James Bond, The Spy Who Loved Me', 'James Bond and Moonraker', 'The World Is Not Enough (novel)', 'The Adventures of James Bond Junior 003½', 'James Bond: The Authorized Biography of 007', 'SilverFin', 'Blood Fever', 'Double or Die', 'Hurricane Gold', 'By Royal Command', 'Heads You Die', 'The Moneypenny Diaries: Guardian Angel', 'Secret Servant: The Moneypenny Diaries', 'The Moneypenny Diaries: Final Fling', 'The Killing Zone', 'Per Fine Ounce', 'Double O Seven, James Bond, A Report', 'The James Bond Dossier', 'The Book of Bond', 'The James Bond Bedside Companion', 'The Battle for Bond', 'Danger Society: The Young Bond Dossier']"
1180,Marilyn Monroe,1926.0,,['Best Seller']
1181,Sloan Wilson,1920.0,,"['The Man in the Gray Flannel Suit (novel)', 'A Summer Place (novel)', 'The Man in the Gray Flannel Suit II']"
1182,Farley Mowat,1921.0,"Memoir, Young adult fiction, Non-fiction",[]
1183,Joan D. Vinge,1948.0,,"['The Snow Queen (Vinge novel)', 'Ladyhawke (novel)']"
1184,April Stevens,1929.0,['Fantasy novel'],"['Gardens of the Moon', 'Deadhouse Gates', 'Memories of Ice', 'House of Chains', 'Toll the Hounds', 'Dust of Dreams (novel)', 'The Crippled God (novel)', 'Night of Knives', 'Return of the Crimson Guard', 'Orb Sceptre Throne', 'Assail (novel)', 'Forge of Darkness', 'Fall of Light', ""Dancer's Lament"", 'Deadhouse Landing', ""Kellanved's Reach"", 'The God Is Not Willing', 'Blood Follows', 'The Healthy Dead', ""The Lees of Laughter's End"", ""Crack'd Pot Trail"", 'The Wurms of Blearmouth']"
1185,Joe Klein,1946.0,,[]
1186,Alexander Chee,1967.0,,[]
1187,Mordecai Richler,1931.0,['Historical Fiction'],"['Son of a Smaller Hero', 'A Choice of Enemies', 'The Apprenticeship of Duddy Kravitz (novel)', 'The Incomparable Atuk', 'Cocksure', ""St. Urbain's Horseman"", 'Joshua Then and Now', 'Solomon Gursky Was Here', ""Barney's Version (novel)""]"
1188,Pierre Choderlos de Laclos,1741.0,,"['Les Liaisons dangereuses', 'Dangerous Liaisons', 'Perro amor (Colombian TV series)', 'Perro amor (American TV series)']"
1189,Paul S. Kemp,,,[]
1190,Jim Harrison,1937.0,"Fiction, non-fiction, poetry",[]
1191,Jeff Long,,,
1192,Philip D. Eastman,1909.0,,"['Band on the Run', 'Band on the Run', 'Moral Inquiries on the Situation of Man and of Brutes', ""Animals' Rights"", 'Evolutional Ethics and Animal Psychology', 'The Universal Kinship', 'The New Ethics', 'Animal Liberation (book)', 'The Case for Animal Rights', 'Morals, Reason, and Animals', 'Do Animals Have Rights? (book)', 'The Lives of Animals', 'Striking at the Roots', 'An American Trilogy (book)', 'An Introduction to Animals and Political Theory', 'Animal Rights Without Liberation', 'Animal (De)liberation', 'Sentientist Politics', 'Wild Animal Ethics', 'Animal Ethics in the Wild', 'Your Mommy Kills Animals', 'The Ghosts in Our Machine', 'An Essay on Abstinence from Animal Food, as a Moral Duty', 'Vegetable Cookery', 'A Vindication of Natural Diet', 'Moral Inquiries on the Situation of Man and of Brutes', 'Fruits and Farinacea', 'The Ethics of Diet', ""Shelley's Vegetarianism"", 'Why I Am a Vegetarian', 'Figs or Pigs?', 'The New Ethics', 'Living the Good Life', 'Ten Talents (cookbook)', 'Diet for a Small Planet', 'The Vegetarian Epicure', 'The Farm Vegetarian Cookbook', ""Laurel's Kitchen"", 'Moosewood Cookbook', 'Fit for Life', 'Diet for a New America', 'The Sexual Politics of Meat', 'Vegetarian Cooking for Everyone', 'The China Study', 'Skinny Bitch', 'The Bloodless Revolution (book)', 'Eating Animals', 'Why We Love Dogs, Eat Pigs, and Wear Cows', 'Animal (De)liberation', 'The End of Animal Farming']"
1193,Joseph O'Connor,1963.0,,[]
1194,Pauline Alama,,,
1195,Dick Francis,1920.0,Crime fiction,[]
1196,David Langford,1953.0,,[]
1197,Ben Jonson,1572.0,,[]
1198,Bernard Malamud,1914.0,"Novel, short story",[]
1199,Scott Ciencin,1962.0,"Children's, fantasy, horror",[]
1200,Peter O'Donnell,1920.0,['Spy fiction'],"['Modesty Blaise (novel)', 'Sabre-Tooth', ""I, Lucifer (O'Donnell novel)"", 'The Impossible Virgin', 'Last Day in Limbo', 'The Night of Morningstar', 'Modesty Blaise (novel)', 'Sabre-Tooth', ""I, Lucifer (O'Donnell novel)"", ""A Taste for Death (O'Donnell novel)"", 'The Impossible Virgin', 'Last Day in Limbo', 'The Night of Morningstar', 'Cobra Trap']"
1201,Eoin Colfer,1965.0,['Comic science fiction'],"['Artemis Fowl (novel)', 'Artemis Fowl and the Arctic Incident', 'Artemis Fowl and the Eternity Code', 'Artemis Fowl and the Opal Deception', 'Artemis Fowl and the Lost Colony', 'Artemis Fowl and the Time Paradox', 'Artemis Fowl and the Atlantis Complex', 'Artemis Fowl and the Last Guardian', 'The Fowl Twins (novel)', 'The Fowl Twins Deny All Charges', 'The Fowl Twins Get What They Deserve', 'The Wish List (novel)', 'The Supernaturalist', 'Half Moon Investigations', 'Click (novel)', 'Airman (novel)', 'And Another Thing... (novel)', 'Plugged (novel)', ""The Hitchhiker's Guide to the Galaxy (novel)"", 'The Restaurant at the End of the Universe', 'Life, the Universe and Everything', 'So Long, and Thanks for All the Fish', 'Mostly Harmless', ""Douglas Adams's Starship Titanic: A Novel"", 'The Salmon of Doubt']"
1202,Mark Dunn,1956.0,,[]
1203,James Baldwin,1924.0,"['Adventure', ' Nautical', ' Juvenile']","['Memoirs Illustrating the History of Jacobinism', 'Democracy in America', 'The Concept of the Political', 'The Conservative Mind', 'The Conscience of a Conservative', 'How to Be a Conservative', 'The Light That Failed', 'Captains Courageous', 'Kim (novel)', 'From Sea to Sea and Other Sketches, Letters of Travel', 'Stalky &amp; Co.', ""Puck of Pook's Hill"", 'Rewards and Fairies']"
1204,Cynthia Rylant,1954.0,,[]
1205,Mumia Abu-Jamal,1954.0,,[]
1206,J. M. Barrie,1860.0,,"['Peter Pan in Kensington Gardens', 'Margaret Ogilvy']"
1207,David Benioff,1970.0,['Historical fiction'],"['The 25th Hour', 'City of Thieves (novel)']"
1208,Meindert DeJong,1906.0,,"[""Kenny's Window"", 'Where the Wild Things Are', 'In the Night Kitchen', 'Seven Little Monsters', 'Outside Over There', 'Little Bear (book)', 'Little Bear (book)', ""Kenny's Window"", 'Where the Wild Things Are', 'In the Night Kitchen', 'Seven Little Monsters', 'Outside Over There']"
1209,Walter Dean Myers,1937.0,"Young adult novels, nonfiction, poetry","['Fast Sam, Cool Clyde, and Stuff', 'Motown and Didi', 'Crystal (novel)', 'Scorpions (novel)', 'Fallen Angels (Myers novel)', 'Monster (Myers novel)', 'Jazz (picture book)', 'Frederick Douglass: The Lion Who Wrote History']"
1210,James Joyce,1882.0,,"['A Portrait of the Artist as a Young Man', 'Ulysses (novel)', 'Finnegans Wake', 'A Portrait of the Artist as a Young Man', 'Ulysses (novel)', 'Finnegans Wake', 'Chamber Music (poetry collection)', 'The Gutenberg Galaxy', 'War and Peace in the Global Village']"
1211,Sister Souljah,1963.0,['Literary fictionUrban fiction'],"['The Coldest Winter Ever', 'Midnight: A Gangster Love Story', 'Midnight and the Meaning of Love']"
1212,Daniel Dennett,1942.0,,"['Brainstorms', 'Elbow Room (Dennett book)', 'Consciousness Explained', ""Darwin's Dangerous Idea"", 'Sweet Dreams (Dennett book)', 'From Bacteria to Bach and Back', 'The End of Faith', 'Atheist Manifesto: The Case Against Christianity, Judaism, and Islam', 'Manifesto of Evolutionary Humanism', 'Breaking the Spell (Dennett book)', 'The God Delusion', 'Letter to a Christian Nation', 'The Root of All Evil?', 'God Is Not Great', 'God: The Failed Hypothesis', 'Godless (Barker book)', ""Darwin's Angel"", 'The Dawkins Delusion?', 'The Irrational Atheist', 'Atheist Delusions', 'The Case for God', 'Unscientific America', 'The Rage Against God', 'The Evolution of Atheism']"
1213,John Archambault,,,[]
1214,Syd Hoff,1912.0,,[]
1215,Rick Moody,1961.0,"['Family', ' Drama', ' Tragicomedy']",['The Ice Storm']
1216,Sally Morgan,,,
1217,K.M. Soehnlein,,,[]
1218,Poppy Z. Brite,1967.0,['Horror'],"['Drawing Blood', 'Exquisite Corpse (novel)']"
1219,Diane Duane,1952.0,,['Star Trek: The Next Generation']
1220,Eva Ibbotson,1925.0,"[""Children's Fantasy novel""]","['The Ogre Downstairs', 'Eight Days of Luke', 'The Homeward Bounders', 'The Magicians of Caprona', 'Witch Week', ""Conrad's Fate"", 'Charmed Life (novel)', 'The Magicians of Caprona', 'Witch Week', 'The Lives of Christopher Chant', ""Conrad's Fate"", 'The Pinhoe Egg', 'Charmed Life (novel)', 'The Lives of Christopher Chant', ""Conrad's Fate"", 'Witch Week', 'The Magicians of Caprona', 'Cart and Cwidder', 'Drowned Ammet', 'The Spellcoats', 'Year of the Griffin', 'The Ogre Downstairs', 'Eight Days of Luke', 'Dogsbody (novel)', 'Power of Three (novel)', 'The Homeward Bounders', ""Archer's Goon"", 'Enchanted Glass']"
1221,Henry David Thoreau,1817.0,['Memoir'],"['A Week on the Concord and Merrimack Rivers', 'Walden']"
1222,Jonathan Raban,1942.0,,[]
1223,Fred Hoyle,1915.0,,[]
1224,Joseph Heller,1923.0,,"['Catch-22', 'Something Happened', 'Good as Gold (novel)', 'God Knows (novel)', 'Picture This (novel)', 'Closing Time (novel)', 'No Laughing Matter (book)', 'Catch-22', 'Something Happened', 'Good as Gold (novel)', 'God Knows (novel)', 'Picture This (novel)', 'Closing Time (novel)', 'Portrait of an Artist, as an Old Man', 'No Laughing Matter (book)']"
1225,Evelyn Waugh,1903.0,['Travel literature'],"['Decline and Fall', 'Vile Bodies', 'A Handful of Dust', 'Scoop (novel)', 'Brideshead Revisited', ""Scott-King's Modern Europe"", 'The Loved One (book)', 'Helena (Waugh novel)', 'Love Among the Ruins. A Romance of the Near Future', 'Men at Arms (Waugh novel)', 'Men at Arms (Waugh novel)', 'Officers and Gentlemen', 'Unconditional Surrender (novel)', 'The Ordeal of Gilbert Pinfold', 'Robbery Under Law', 'When the Going Was Good', 'A Tourist in Africa']"
1226,Angus Wilson,1913.0,['Science fiction'],"['Hemlock and After', 'Anglo-Saxon Attitudes', 'The Middle Age of Mrs Eliot', 'The Old Men at the Zoo']"
1227,Nancy Kilpatrick,1946.0,,['Ariosto (novel)']
1228,Margery Allingham,1904.0,['Crime novel'],"['The Crime at Black Dudley', 'Mystery Mile', 'Look to the Lady', 'Police at the Funeral', 'Sweet Danger', 'Death of a Ghost', 'Flowers for the Judge', 'The Case of the Late Pig', 'Dancers in Mourning', 'The Fashion in Shrouds', ""Traitor's Purse"", ""Coroner's Pidgin"", 'More Work for the Undertaker', 'The Tiger in the Smoke', 'The Beckoning Lady', 'Hide My Eyes', 'The China Governess', 'The Mind Readers', 'Cargo of Eagles']"
1229,Henryk Sienkiewicz,1846.0,,[]
1230,Elizabeth Bowen,1899.0,,"['The Last September', 'The House in Paris', 'The Death of the Heart', 'The Heat of the Day', 'Eva Trout (novel)']"
1231,Nick Cave,1957.0,,[]
1232,Christopher Isherwood,1904.0,,"['Mr Norris Changes Trains', 'Mr Norris Changes Trains', 'Goodbye to Berlin', 'The Memorial', 'Goodbye to Berlin', 'Down There on a Visit', 'A Single Man (novel)', 'The Memorial', 'Mr Norris Changes Trains', 'Goodbye to Berlin', 'Down There on a Visit', 'A Single Man (novel)', 'A Meeting by the River', 'Journey to a War']"
1233,Wei Hui,1973.0,,[]
1234,Michael Carroll,,,
1235,H. E. Bates,1905.0,,"['The Two Sisters (novel)', 'Fair Stood the Wind for France', 'The Cruise of the Breadwinner', 'The Purple Plain (novel)', 'Love for Lydia', 'A Moment in Time (novel)', 'The Triple Echo (novel)', 'The Darling Buds of May (novel)', 'A Breath of French Air', 'When the Green Woods Laugh', 'My Uncle Silas', 'The Two Sisters (novel)', 'My Uncle Silas', 'Fair Stood the Wind for France', 'The Cruise of the Breadwinner', 'The Purple Plain (novel)', 'Love for Lydia', 'A Moment in Time (novel)', 'The Triple Echo (novel)', 'The Darling Buds of May (novel)', 'A Breath of French Air', 'When the Green Woods Laugh', 'The Larkins (2021 TV series)']"
1236,David Lodge,,,
1237,Harry Kemelman,,Mystery,[]
1238,Justine Larbalestier,1967.0,Young adult fantasy,"['Sabriel', 'Lirael', 'Abhorsen', 'Castle (novel)', 'Aenir', 'Above the Veil', 'Into Battle (novel)', 'The Violet Keystone', 'Mister Monday', 'Grim Tuesday', 'Drowned Wednesday', 'Sir Thursday', 'Lady Friday', 'Superior Saturday', 'Lord Sunday', ""Shade's Children"", 'Mister Monday', 'Grim Tuesday', 'Drowned Wednesday', 'Sir Thursday', 'Lady Friday', 'Superior Saturday', 'Lord Sunday', 'Sabriel', 'Lirael', 'Abhorsen', 'The Fall (Nix novel)', 'Castle (novel)', 'Aenir', 'Above the Veil', 'Into Battle (novel)', 'The Violet Keystone', 'The Ragwitch', ""Shade's Children"", 'A Confusion of Princes']"
1239,T. S. Eliot,1888.0,,"[""A Choice of Kipling's Verse""]"
1240,Bernard MacLaverty,1942.0,,[]
1241,Iris Murdoch,1919.0,['philosophical novel'],"['Under the Net', 'The Flight from the Enchanter', 'The Sandcastle (novel)', 'The Bell (novel)', 'An Unofficial Rose', 'The Unicorn (novel)', 'The Italian Girl', 'The Red and the Green', 'The Time of the Angels', 'The Nice and the Good', ""Bruno's Dream"", 'A Fairly Honourable Defeat', 'An Accidental Man', 'A Word Child', 'Henry and Cato', 'Nuns and Soldiers', ""The Philosopher's Pupil"", 'The Good Apprentice', 'The Book and the Brotherhood', 'The Message to the Planet', 'The Green Knight (novel)', ""Jackson's Dilemma"", 'Sartre: Romantic Rationalist', 'The Sovereignty of Good', 'Under the Net', 'The Flight from the Enchanter', 'The Sandcastle (novel)', 'The Bell (novel)', 'An Unofficial Rose', 'The Unicorn (novel)', 'The Italian Girl', 'The Red and the Green', 'The Time of the Angels', 'The Nice and the Good', ""Bruno's Dream"", 'A Fairly Honourable Defeat', 'An Accidental Man', 'The Black Prince (novel)', 'The Sacred and Profane Love Machine', 'A Word Child', 'Henry and Cato', 'The Sea, the Sea', 'Nuns and Soldiers', ""The Philosopher's Pupil"", 'The Good Apprentice', 'The Book and the Brotherhood', 'The Message to the Planet', 'The Green Knight (novel)', ""Jackson's Dilemma"", 'The Black Prince (novel)', 'Sartre: Romantic Rationalist', 'The Sovereignty of Good']"
1242,Joan Brady,,,
1243,Joseph Conrad,1857.0,,"['The Secret Agent', 'The Inheritors (Conrad and Ford novel)', 'Romance (novel)', 'The Secret Agent (2016 TV series)']"
1244,Andrei Bely,1880.0,,[]
1245,Tom Doyle,,['Historical novel'],"['A Study in Scarlet', 'The Sign of the Four', 'The Memoirs of Sherlock Holmes', 'The Hound of the Baskervilles', 'The Lost World (Doyle novel)', 'The Poison Belt', 'The Land of Mist', 'The Mystery of Cloomber', 'Micah Clarke', 'The Firm of Girdlestone', 'The White Company', 'The Doings of Raffles Haw', 'Beyond the City', 'The Great Shadow', 'The Refugees (novel)', 'The Parasite', 'The Stark Munro Letters', 'Rodney Stone', 'The Tragedy of the Korosko', 'A Duet, with an Occasional Chorus', 'Sir Nigel', 'The Maracot Deep', 'A Study in Scarlet', 'The Sign of the Four', 'The Hound of the Baskervilles', 'The Memoirs of Sherlock Holmes', 'The Lost World (Doyle novel)']"
1246,C. S. Forester,1899.0,,"['The Happy Return', 'A Ship of the Line', 'Flying Colours (novel)', 'The Commodore', 'Lord Hornblower', 'Mr. Midshipman Hornblower', 'Lieutenant Hornblower', 'Hornblower and the Atropos', 'Hornblower in the West Indies', 'Hornblower and the Hotspur', 'Hornblower and the Crisis', 'Payment Deferred', 'Brown on Resolution', 'Death to the French', 'The Gun (novel)', 'The African Queen (novel)', 'The Captain from Connecticut', 'The Ship (novel)', 'The Good Shepherd (novel)', 'The Last Nine Days of the Bismarck']"
1247,G. K. Chesterton,1874.0,"Essays, fantasy, Christian apologetics, Catholic apologetics, mystery, poetry","['The Napoleon of Notting Hill', 'The Man Who Was Thursday', 'The Ball and the Cross', 'Manalive', 'The Flying Inn', 'The Club of Queer Trades', 'The Man Who Knew Too Much (book)', 'The Poet and the Lunatics', 'Orthodoxy (book)', 'The New Jerusalem (Chesterton book)', 'Fancies Versus Fads', 'The Everlasting Man']"
